LEA_STATE,LEA_STATE_NAME,LEAID,LEA_NAME,SCHID,SCH_NAME,COMBOKEY,JJ,SCH_FTETEACH_TOT,SCH_FTETEACH_CERT,SCH_FTETEACH_NOTCERT,SCH_FTETEACH_FY,SCH_FTETEACH_SY,SCH_TEACHERS_CURR_TOT,SCH_TEACHERS_PREV_TOT,SCH_FTETEACH_ABSENT,SCH_FTECOUNSELORS,SCH_FTESECURITY_LEO,SCH_FTESECURITY_GUA,SCH_FTESERVICES_NUR,SCH_FTESERVICES_PSY,SCH_FTESERVICES_SOC
VA,VIRGINIA,5102250,LOUDOUN CO PBLC SCHS,01914,Horizon Elementary,510225001914,No,49.7,49.7,0,1,3,52,45,38,2,0,0,0,0,0
VA,VIRGINIA,5102250,LOUDOUN CO PBLC SCHS,01915,Cedar Lane Elementary,510225001915,No,55.5,55.5,0,4,2,56,50,42,2,0,0,0,0,0
VA,VIRGINIA,5102250,LOUDOUN CO PBLC SCHS,02153,Algonkian Elementary,510225002153,No,39.5,39.5,0,1,2,40,37,29,1,0,0,0,0,0
VA,VIRGINIA,5102250,LOUDOUN CO PBLC SCHS,02154,Cool Spring Elementary,510225002154,No,48.5,48.5,0,2,1,49,45,38.5,1.6,0,0,0,0,0
VA,VIRGINIA,5102250,LOUDOUN CO PBLC SCHS,02282,Eagle Ridge Middle,510225002282,No,87.9,87.9,0,1.7,3.5,91,86,43.2,4,1,0,1,0,0
VA,VIRGINIA,5102250,LOUDOUN CO PBLC SCHS,02283,Forest Grove Elementary,510225002283,No,54,54,0,3,9,54,44,44,1,0,0,0,0,0
VA,VIRGINIA,5102250,LOUDOUN CO PBLC SCHS,02285,Heritage High,510225002285,No,115.6,115.6,0,1.2,1,122,113,66.8,5,0,0,1,0,0
VA,VIRGINIA,5102250,LOUDOUN CO PBLC SCHS,02286,Hutchison Farm Elementary,510225002286,No,61,61,0,6,0,61,55,44,1.6,0,0,0,0,0
VA,VIRGINIA,5102250,LOUDOUN CO PBLC SCHS,02287,John W. Tolbert Jr. Elementary,510225002287,No,51,51,0,1,2,51,48,43,1,0,0,0,0,0
VA,VIRGINIA,5102250,LOUDOUN CO PBLC SCHS,02288,River Bend Middle,510225002288,No,89,89,0,7,11,90,75,67,3,1,0,1,0,0
VA,VIRGINIA,5102250,LOUDOUN CO PBLC SCHS,02289,Seldens Landing Elementary,510225002289,No,56.6,56.6,0,1,4.5,58,57,47.5,2,0,0,0,0,0
VA,VIRGINIA,5102250,LOUDOUN CO PBLC SCHS,02411,Dominion High,510225002411,No,117.39,117.39,0,2,5,124,115,93.29,5,1,0,0,0,0
VA,VIRGINIA,5102250,LOUDOUN CO PBLC SCHS,02412,Frances Hazel Reid Elementary,510225002412,No,56,56,0,2,1,56,38,46,1,0,0,0,0,0
VA,VIRGINIA,5102250,LOUDOUN CO PBLC SCHS,02413,Countryside Elementary,510225002413,No,59,59,0,7,1,59,47,45,2,0,0,1,0,0
VA,VIRGINIA,5102250,LOUDOUN CO PBLC SCHS,02414,Belmont Ridge Middle,510225002414,No,87.7,87.7,0,4,4.5,90,79,46,3,1,0,1,0,0
VA,VIRGINIA,5102250,LOUDOUN CO PBLC SCHS,02415,Mountain View Elementary,510225002415,No,50.1,50.1,0,3,0,51,47,44,1,0,0,0,0,0
VA,VIRGINIA,5102250,LOUDOUN CO PBLC SCHS,02446,Smart's Mill Middle,510225002446,No,83,83,0,3.5,6,87,78,69.5,3,1,0,1,0,0
VA,VIRGINIA,5102250,LOUDOUN CO PBLC SCHS,02447,Freedom High,510225002447,No,133.8,133.8,0,12,16,137,110,68.4,7,1,0,1,0,0
VA,VIRGINIA,5102250,LOUDOUN CO PBLC SCHS,02448,Newton-Lee Elementary,510225002448,No,56.5,55.5,1,7,3,57,42,43.5,1,0,0,0,0,0
VA,VIRGINIA,5102250,LOUDOUN CO PBLC SCHS,02449,Belmont Station Elementary,510225002449,No,50.5,50.5,0,4,1,51,44,42,2,0,0,0,0,0
VA,VIRGINIA,5102250,LOUDOUN CO PBLC SCHS,02450,Mercer Middle,510225002450,No,122.9,121.9,1,6.5,10.4,125,110,45.5,5,1,0,1,0,0
VA,VIRGINIA,5102250,LOUDOUN CO PBLC SCHS,02451,Briar Woods High,510225002451,No,117.1,117.1,0,5,5,119,110,43.3,6,1,0,1,0,0
VA,VIRGINIA,5102250,LOUDOUN CO PBLC SCHS,02452,Legacy Elementary,510225002452,No,61.5,61.5,0,0,2,63,60,45,2,0,0,0,0,0
VA,VIRGINIA,5102250,LOUDOUN CO PBLC SCHS,02514,Pinebrook Elementary,510225002514,No,58,58,0,3,1,58,51,48,2,0,0,0,0,0
VA,VIRGINIA,5102250,LOUDOUN CO PBLC SCHS,02538,Stone Bridge High,510225002538,No,122.2,122.2,0,2,5.8,130,120,68.2,5,0,0,1,0,0
VA,VIRGINIA,5102250,LOUDOUN CO PBLC SCHS,02539,Little River Elementary,510225002539,No,53,53,0,1,6,53,48,47,1,0,0,0,0,0
VA,VIRGINIA,5102250,LOUDOUN CO PBLC SCHS,02540,Mill Run Elementary,510225002540,No,57,57,0,0,5,57,53,53,2,0,0,0,0,0
VA,VIRGINIA,5102250,LOUDOUN CO PBLC SCHS,02751,Rosa Lee Carter Elementary,510225002751,No,62.5,62.5,0,1,8,63,54,50.5,2,0,0,0,0,0
VA,VIRGINIA,5102250,LOUDOUN CO PBLC SCHS,02755,Sycolin Creek Elementary,510225002755,No,52.9,52.9,0,0,0,54,52,47.4,2,0,0,0,0,0
VA,VIRGINIA,5102250,LOUDOUN CO PBLC SCHS,02762,Arcola Elementary,510225002762,No,64.6,64.6,0,3,3,65,57,55,2,0,0,0,0,0
VA,VIRGINIA,5102250,LOUDOUN CO PBLC SCHS,02764,Stone Hill Middle,510225002764,No,69.3,69.3,0,4.3,3,72,66,41,3,1,0,1,0,0
VA,VIRGINIA,5102250,LOUDOUN CO PBLC SCHS,02773,Creighton's Corner Elementary,510225002773,No,60,60,0,3,1,60,51,56,2,0,0,0,0,0
VA,VIRGINIA,5102250,LOUDOUN CO PBLC SCHS,02774,Liberty Elementary,510225002774,No,64.6,64.6,0,3,5,66,60,36,2,0,0,0,0,0
VA,VIRGINIA,5102250,LOUDOUN CO PBLC SCHS,02776,Steuart W. Weller Elementary,510225002776,No,57,57,0,3,4,57,49,31,2,0,0,0,0,0
VA,VIRGINIA,5102250,LOUDOUN CO PBLC SCHS,02809,Kenneth W.Culbert Elementary,510225002809,No,42.3,42.3,0,1,1,43,41,34.5,1,0,0,1,0,0
VA,VIRGINIA,5102250,LOUDOUN CO PBLC SCHS,02812,Woodgrove High,510225002812,No,119.19,119.19,0,0,1,125,119,91.39,5,1,0,1,0,0
VA,VIRGINIA,5102250,LOUDOUN CO PBLC SCHS,02817,Tuscarora High,510225002817,No,113.49,113.49,0,2,8,117,109,63.5,5,1,0,1,0,0
VA,VIRGINIA,5102250,LOUDOUN CO PBLC SCHS,02831,Harmony Middle,510225002831,No,79.7,79.7,0,0,2.5,83,81,48.4,3,1,0,1,0,0
VA,VIRGINIA,5102250,LOUDOUN CO PBLC SCHS,02832,Buffalo Trail Elementary,510225002832,No,68.5,68.5,0,8,5,69,49,66.5,3,0,0,0,0,0
VA,VIRGINIA,5102250,LOUDOUN CO PBLC SCHS,02853,J. Michael Lunsford Middle,510225002853,No,112.3,112.3,0,5.3,7,115,91,40,4,1,0,1,0,0
VA,VIRGINIA,5102250,LOUDOUN CO PBLC SCHS,02864,Frederick Douglass Elementary,510225002864,No,64,63,1,8,6,64,47,54,2,0,0,1,0,0
VA,VIRGINIA,5102250,LOUDOUN CO PBLC SCHS,02865,John Champe High School,510225002865,No,136.4,135.8,0.6,13,10.6,140,108,88.6,7,1,0,1,0,0
VA,VIRGINIA,5102250,LOUDOUN CO PBLC SCHS,02954,Moorefield Station Elementary,510225002954,No,65,65,0,0,6,65,58,59,2,0,0,0,0,0
VA,VIRGINIA,5102250,LOUDOUN CO PBLC SCHS,02955,Discovery Elementary,510225002955,No,69,69,0,6,6,70,59,49,2,0,0,0,0,0
VA,VIRGINIA,5102250,LOUDOUN CO PBLC SCHS,02965,Trailside Middle,510225002965,No,83.7,83.7,0,6,7.5,86,69,60.2,3,1,0,1,0,0
VA,VIRGINIA,5102250,LOUDOUN CO PBLC SCHS,02969,Rock Ridge High,510225002969,No,134.69,134.09,0.6,8.6,8,139,120,77.29,7,1,0,1,0,0
VA,VIRGINIA,5102250,LOUDOUN CO PBLC SCHS,02970,Middleburg Community Charter,510225002970,No,9,9,0,1.2,0.6,11,6,4.6,0.5,0,0,0,0,0
VA,VIRGINIA,5102250,LOUDOUN CO PBLC SCHS,02980,Cardinal Ridge Elementary,510225002980,No,62,62,0,3,12,62,45,41,2,0,0,0,0,0
VA,VIRGINIA,5102250,LOUDOUN CO PBLC SCHS,03001,Riverside High,510225003001,No,104.8,104.8,0,4.8,7,109,95,56.4,5,1,0,1,0,0
VA,VIRGINIA,5102250,LOUDOUN CO PBLC SCHS,03026,Madison's Trust Elementary,510225003026,No,61,60,1,5,8,61,49,50,2,0,0,0,0,0
VA,VIRGINIA,5102250,LOUDOUN CO PBLC SCHS,03028,Hillsboro Charter Academy,510225003028,No,8.7,8.7,0,0,2,10,9,6,0.6,0,0,0,0,0
VA,VIRGINIA,5102250,LOUDOUN CO PBLC SCHS,03036,Brambleton Middle School,510225003036,No,75.5,75.5,0,8,4,78,56,41,3,1,0,1,0,0
VA,VIRGINIA,5102280,LOUISA CO PBLC SCHS,00939,Louisa County High,510228000939,No,127,122,5,8,5,121,107,16,4,1,2,3,1,0.34
VA,VIRGINIA,5102280,LOUISA CO PBLC SCHS,00942,Thomas Jefferson Elementary,510228000942,No,55,54,1,3,5,54,47,5,1,0.25,0,1,1,0.33
VA,VIRGINIA,5102280,LOUISA CO PBLC SCHS,01930,Louisa County Middle,510228001930,No,96,96,0,4,5,90,83,6,3,1,1,1,1,0.34
VA,VIRGINIA,5102280,LOUISA CO PBLC SCHS,02036,Jouett Elementary,510228002036,No,51,51,0,1,1,49,40,5,1,0.25,0,0.5,0.5,0.33
VA,VIRGINIA,5102280,LOUISA CO PBLC SCHS,02066,Trevilians Elementary,510228002066,No,45,45,0,1,1,42,38,5,1,0.25,0,0.5,0.5,0.33
VA,VIRGINIA,5102280,LOUISA CO PBLC SCHS,02838,Moss-Nuckols Elementary,510228002838,No,50,50,0,4,5,52,43,2,1,0.25,0,0.5,0.5,0.33
VA,VIRGINIA,5102310,LUNENBURG CO PBLC SCHS,00944,Central High,510231000944,No,36.5,31.5,5,2,4,37,27,0,1,1,0,0.5,0.1,0
VA,VIRGINIA,5102310,LUNENBURG CO PBLC SCHS,00946,Kenbridge Elementary,510231000946,No,30,29,1,1,0,30,25,1,1,0,0,1,0.1,0
VA,VIRGINIA,5102310,LUNENBURG CO PBLC SCHS,00947,Lunenburg Middle,510231000947,No,27,22,5,3,1,27,20,0,1,1,0,0.5,0.1,0
VA,VIRGINIA,5102310,LUNENBURG CO PBLC SCHS,00949,Victoria Elementary,510231000949,No,31,29,2,4,2,31,25,2,1,0,0,1,0.1,0
VA,VIRGINIA,5102340,LYNCHBURG CITY PBLC SCHS,00603,T.C. Miller Elementary for Innovation,510234000603,No,20.7,20.7,0,0,2,21,23,10,1,0,0,1,0.25,1
VA,VIRGINIA,5102340,LYNCHBURG CITY PBLC SCHS,00952,Bedford Hills Elementary,510234000952,No,34.1,32.1,2,7,0,35,37,16,1,0,0,1,0.33,0
VA,VIRGINIA,5102340,LYNCHBURG CITY PBLC SCHS,00955,Paul Laurence Dunbar Middle for Innovation,510234000955,No,50.8,44.8,6,3,4,51,50,10,2,1,1,1,0.25,1
VA,VIRGINIA,5102340,LYNCHBURG CITY PBLC SCHS,00956,E.C. Glass High,510234000956,No,101,91,10,6,9.5,103,105,29,5,1,0,1,0.33,1
VA,VIRGINIA,5102340,LYNCHBURG CITY PBLC SCHS,00959,Heritage Elementary,510234000959,No,34.1,31.1,3,2,1,34,34,19,2,0,0,1,0.25,0
VA,VIRGINIA,5102340,LYNCHBURG CITY PBLC SCHS,00960,Heritage High,510234000960,No,77.7,70.7,7,7,5,82,78,26,5,1,0,1,0.2,1.5
VA,VIRGINIA,5102340,LYNCHBURG CITY PBLC SCHS,00961,Linkhorne Elementary,510234000961,No,33.9,32.9,1,8,5,33,33,8,2,0,0,1,0.6,0
VA,VIRGINIA,5102340,LYNCHBURG CITY PBLC SCHS,00962,Linkhorne Middle,510234000962,No,48.3,43.3,5,6,4,49,49,20,2,1,1,1,0.33,0.5
VA,VIRGINIA,5102340,LYNCHBURG CITY PBLC SCHS,00963,Paul Munro Elementary,510234000963,No,27.55,26.55,1,1,1,27,25,2,1,0,0,1,0.34,0
VA,VIRGINIA,5102340,LYNCHBURG CITY PBLC SCHS,00964,Perrymont Elementary,510234000964,No,31.32,28.65,2.67,6,2.67,32,33,7,2,0,0,1,0.33,0
VA,VIRGINIA,5102340,LYNCHBURG CITY PBLC SCHS,00965,Robert S. Payne Elementary,510234000965,No,37.8,36.8,1,5,3,39,39,10,1,0,0,1,0.34,0
VA,VIRGINIA,5102340,LYNCHBURG CITY PBLC SCHS,00966,Sandusky Elementary,510234000966,No,24.5,22.5,2,2,1,24,25,4,1,0,0,1,0.25,0
VA,VIRGINIA,5102340,LYNCHBURG CITY PBLC SCHS,00967,Sandusky Middle,510234000967,No,45.5,42.5,3,1,4,45,46,22,2,1,1,1,0.34,0
VA,VIRGINIA,5102340,LYNCHBURG CITY PBLC SCHS,00968,Sheffield Elementary,510234000968,No,34.4,34.4,0,3,4.4,37,39,9,1,0,0,1.93,0.2,0
VA,VIRGINIA,5102340,LYNCHBURG CITY PBLC SCHS,00970,William M. Bass Elementary,510234000970,No,22.2,20.2,2,6.6,3,23,25,8,1,0,0,1,0.33,0
VA,VIRGINIA,5102340,LYNCHBURG CITY PBLC SCHS,02205,Dearington Elementary/Innovation,510234002205,No,19.4,16.4,3,2.6,1,19,19,4,1,0,0,1,0.33,0
VA,VIRGINIA,5102340,LYNCHBURG CITY PBLC SCHS,02206,Carl B. Hutcherson Building,510234002206,No,22,20,2,2,1,23,22,7,0,0,0,1,0,0
VA,VIRGINIA,5102340,LYNCHBURG CITY PBLC SCHS,99999,Empowerment Academy,510234099999,No,4,2,2,1,0,4,3,3,1,0,0,0.8,0,0
VA,VIRGINIA,5102360,MANASSAS CITY PBLC SCHS,00976,Baldwin Elementary,510236000976,No,47,47,0,3,6,47,44,25,1,0,0,1,1,0
VA,VIRGINIA,5102360,MANASSAS CITY PBLC SCHS,00977,Jennie Dean Elementary,510236000977,No,49,49,0,3,7,50,31,16,2,0,0,1,1,0
VA,VIRGINIA,5102360,MANASSAS CITY PBLC SCHS,00978,Osbourn High,510236000978,No,132,132,0,9,8,136,104,59,6,1,3,2,1,1
VA,VIRGINIA,5102360,MANASSAS CITY PBLC SCHS,00979,Weems Elementary,510236000979,No,49,49,0,4,2,49,40,17,1,0,0,1,1,0
VA,VIRGINIA,5102360,MANASSAS CITY PBLC SCHS,01854,Richard C. Haydon Elementary,510236001854,No,44,44,0,2,5,44,37,18,1,0,0,1,1,0
VA,VIRGINIA,5102360,MANASSAS CITY PBLC SCHS,02067,George Carr Round Elementary,510236002067,No,46,46,0,4,2,46,41,21,2,0,0,1,1,0
VA,VIRGINIA,5102360,MANASSAS CITY PBLC SCHS,02226,Grace E. Metz Middle,510236002226,No,69,69,0,7,6,69,53,38,3,1,1,1,1,0
VA,VIRGINIA,5102360,MANASSAS CITY PBLC SCHS,02637,Mayfield Intermediate,510236002637,No,70,70,0,3,7,71,56,29,3,1,1,1,1,0
VA,VIRGINIA,5102360,MANASSAS CITY PBLC SCHS,03034,Baldwin Intermediate School,510236003034,No,8,8,0,2,0,8,0,5,0,0,0,0,0,0
VA,VIRGINIA,5102370,MADISON CO PBLC SCHS,00972,Madison County High,510237000972,No,43,43,0,0,7,43,40,19,2,1,0,1,0,0
VA,VIRGINIA,5102370,MADISON CO PBLC SCHS,00973,Madison Primary,510237000973,No,30,30,0,3,3,30,26,10,1,0,0,1,0,0
VA,VIRGINIA,5102370,MADISON CO PBLC SCHS,00974,Waverly Yowell Elementary,510237000974,No,28,28,0,3,3,28,20,11,1,0,0,1,0,0
VA,VIRGINIA,5102370,MADISON CO PBLC SCHS,00975,William H. Wetsel Middle,510237000975,No,34,34,0,2,3,34,28,9,2,1,0,1,0,0
VA,VIRGINIA,5102390,MANASSAS PARK CITY PBLC SCHS,00982,Manassas Park Elementary,510239000982,No,66,61,5,12,3,66,49,9,2,0,0,1,0,0
VA,VIRGINIA,5102390,MANASSAS PARK CITY PBLC SCHS,00983,Manassas Park High,510239000983,No,73,70,3,11,11,73,56,9,3,1,0,1,0,0
VA,VIRGINIA,5102390,MANASSAS PARK CITY PBLC SCHS,02227,Manassas Park Middle,510239002227,No,56,54,2,7,3,56,49,5,2,0,0,1,0,0
VA,VIRGINIA,5102390,MANASSAS PARK CITY PBLC SCHS,02292,Cougar Elementary,510239002292,No,57,54,3,5,6,57,50,5,2,0,0,2,1,0
VA,VIRGINIA,5102400,MARTINSVILLE CITY PBLC SCHS,00988,Martinsville High,510240000988,No,47,39,8,6,5,47,33,8,3,1,0,1,1,0
VA,VIRGINIA,5102400,MARTINSVILLE CITY PBLC SCHS,00989,Martinsville Middle,510240000989,No,38,37,1,1,4,38,28,7,2,1,0,1,0,0
VA,VIRGINIA,5102400,MARTINSVILLE CITY PBLC SCHS,02616,Albert Harris Elementary,510240002616,No,37,32,5,7,6,36,28,6,1,1,0,1,0,0
VA,VIRGINIA,5102400,MARTINSVILLE CITY PBLC SCHS,02617,Patrick Henry Elementary,510240002617,No,31,26,5,5,0,31,23,5,1,1,0,1,0,0
VA,VIRGINIA,5102400,MARTINSVILLE CITY PBLC SCHS,02618,Clearview Early Childhood Center,510240002618,No,9,8,1,2,0,9,7,4,0,0,0,0,1,0
VA,VIRGINIA,5102430,MATHEWS CO PBLC SCHS,00993,Mathews High,510243000993,No,34,34,0,1,0,34,34,19,2,5.5,0,1,0,0
VA,VIRGINIA,5102430,MATHEWS CO PBLC SCHS,00994,Thomas Hunter Middle,510243000994,No,26,25,1,1,1,26,26,15,1,0.5,0,1,0.5,0.1
VA,VIRGINIA,5102430,MATHEWS CO PBLC SCHS,01388,Lee-Jackson Elementary,510243001388,No,30,30,0,1,1,1,1,16,1,0,0,1,0.5,0.1
VA,VIRGINIA,5102460,MECKLENBURG CO PBLC SCHS,00995,Bluestone Middle,510246000995,No,32.5,26.5,6,1,2,32,25,15.5,2,1,0,1,0.33,0.12
VA,VIRGINIA,5102460,MECKLENBURG CO PBLC SCHS,00996,Bluestone  High,510246000996,No,38.5,30.5,8,4,4,39,30,21.5,2,1,0,0.75,0.25,0.12
VA,VIRGINIA,5102460,MECKLENBURG CO PBLC SCHS,01002,Chase City Elementary,510246001002,No,38,34,4,2,1,38,35,12,1,0,0,1,0.33,0.12
VA,VIRGINIA,5102460,MECKLENBURG CO PBLC SCHS,01004,Clarksville Elementary,510246001004,No,38,32,6,1,2,38,31,16,1,0,0,1,0.33,0.12
VA,VIRGINIA,5102460,MECKLENBURG CO PBLC SCHS,01006,LaCrosse Elementary,510246001006,No,29,25,4,3,2,29,24,13,1,0,0,1,0.5,0.12
VA,VIRGINIA,5102460,MECKLENBURG CO PBLC SCHS,01007,Park View Middle,510246001007,No,46.5,41.5,5,2,1,46,40,21.5,2,1,0,1,0.25,0.12
VA,VIRGINIA,5102460,MECKLENBURG CO PBLC SCHS,01008,Park View High,510246001008,No,59.5,46.5,13,6,2,60,45,24.5,2,1,0,1,0.25,0.12
VA,VIRGINIA,5102460,MECKLENBURG CO PBLC SCHS,01009,South Hill Elementary,510246001009,No,57,54,3,2,1,57,52,26,2,0,0,1,0.5,0.12
VA,VIRGINIA,5102460,MECKLENBURG CO PBLC SCHS,02453,Alternative Education Center,510246002453,No,2,1,1,1,0,2,1,1,0,1,0,0.25,0.25,0.12
VA,VIRGINIA,5102490,MIDDLESEX CO PBLC SCHS,01012,Middlesex High,510249001012,No,37.5,29.5,8,1,5,32,26,8,2,1,0,1,0.33,0.33
VA,VIRGINIA,5102490,MIDDLESEX CO PBLC SCHS,02195,St. Clare Walker Middle,510249002195,No,24.17,24.17,0,2,2,24,22,11,1,1,0,1,0.33,0.33
VA,VIRGINIA,5102490,MIDDLESEX CO PBLC SCHS,02293,Middlesex Elementary,510249002293,No,38,36,2,3,0,46,37,15,1,1,0,1,0.33,0.33
VA,VIRGINIA,5102520,MONTGOMERY CO PBLC SCHS,00178,Falling Branch Elementary,510252000178,No,46.63,44.71,1.92,1.92,1,52,51,12,2,0.25,0,1,0.25,0.1
VA,VIRGINIA,5102520,MONTGOMERY CO PBLC SCHS,00916,Kipps Elementary,510252000916,No,38.08,35.52,2.56,2.56,3,39,37,6,0.92,0.25,0,1,0.25,0.1
VA,VIRGINIA,5102520,MONTGOMERY CO PBLC SCHS,01013,Auburn High,510252001013,No,33.33,31,2.33,2.33,0,43,41,8,1,1,0,1,0.25,0.1
VA,VIRGINIA,5102520,MONTGOMERY CO PBLC SCHS,01014,Belview Elementary,510252001014,No,27.55,27.55,0,0,2,30,30,5,1,0.5,0,1,0.25,0.1
VA,VIRGINIA,5102520,MONTGOMERY CO PBLC SCHS,01016,Blacksburg High,510252001016,No,92.36,90.4,1.96,1.96,1.75,102,98,23,4,1,0,1,0.25,0.1
VA,VIRGINIA,5102520,MONTGOMERY CO PBLC SCHS,01017,Blacksburg Middle,510252001017,No,67.57,63.4,4.17,4.17,6.33,72,64,15,2,1,0,1,0.25,0.1
VA,VIRGINIA,5102520,MONTGOMERY CO PBLC SCHS,01019,Christiansburg High,510252001019,No,87.05,77.87,9.18,9.18,3,98,100,17,3,1,0,1,0.25,0.1
VA,VIRGINIA,5102520,MONTGOMERY CO PBLC SCHS,01020,Christiansburg Middle,510252001020,No,60.79,54.54,6.25,6.25,2.2,64,65,10,3.08,1,0,1,0.25,0.1
VA,VIRGINIA,5102520,MONTGOMERY CO PBLC SCHS,01021,Christiansburg Primary,510252001021,No,40.82,40.82,0,0,0.2,46,43,14,1,0.25,0,1,0.25,0.1
VA,VIRGINIA,5102520,MONTGOMERY CO PBLC SCHS,01023,Gilbert Linkous Elementary,510252001023,No,28.54,28.54,0,0,2,31,32,4,1,0.25,0,1,0.25,0.1
VA,VIRGINIA,5102520,MONTGOMERY CO PBLC SCHS,01024,Harding Avenue Elementary,510252001024,No,25.14,25.14,0,0,3,29,28,7,1,0.25,0,1,0.25,0.1
VA,VIRGINIA,5102520,MONTGOMERY CO PBLC SCHS,01025,Margaret Beeks Elementary,510252001025,No,34.78,32.15,2.63,2.63,3,38,38,9,1,0.25,0,1,0.25,0.1
VA,VIRGINIA,5102520,MONTGOMERY CO PBLC SCHS,01026,Prices Fork Elementary,510252001026,No,43.5,41.33,2.17,2.17,4,46,45,12,1,0.5,0,1,0.25,0.1
VA,VIRGINIA,5102520,MONTGOMERY CO PBLC SCHS,01029,Shawsville Middle,510252001029,No,25.89,25.89,0,0,2,34,29,3,1.08,1,0,1,0.25,0.1
VA,VIRGINIA,5102520,MONTGOMERY CO PBLC SCHS,01859,Auburn Elementary,510252001859,No,46.07,42.15,3.92,3.92,1.8,51,52,10,0.92,0.5,0,1,0.25,0.1
VA,VIRGINIA,5102520,MONTGOMERY CO PBLC SCHS,01916,Auburn Middle,510252001916,No,26.67,26.67,0,0,1.5,34,31,7,2,1,0,1,1.25,0.1
VA,VIRGINIA,5102520,MONTGOMERY CO PBLC SCHS,02126,Christiansburg Elementary,510252002126,No,34.83,34.83,0,0,3,37,35,3,1.08,0.25,0,1,0.25,0.1
VA,VIRGINIA,5102520,MONTGOMERY CO PBLC SCHS,02541,Eastern Montgomery High,510252002541,No,33.08,28.08,5,5,0,40,46,5,1,1,0,1,0.25,0.1
VA,VIRGINIA,5102520,MONTGOMERY CO PBLC SCHS,02818,Eastern Montgomery Elementary,510252002818,No,52.35,48.78,3.57,3.57,3.5,56,52,8,1,0.5,0,1,0.25,0.1
VA,VIRGINIA,5102580,NELSON CO PBLC SCHS,01032,Nelson County High,510258001032,No,53.42,47.42,6,2,2,55,46,21,3,1,0,1,0.25,0
VA,VIRGINIA,5102580,NELSON CO PBLC SCHS,01033,Nelson Middle,510258001033,No,38.25,36.25,2,1,1,39,38,22,1,0,0,1,0.25,0
VA,VIRGINIA,5102580,NELSON CO PBLC SCHS,01160,Tye River Elementary,510258001160,No,40.25,39.25,1,1,5,42,36,20,1,0,0,1,0.25,0
VA,VIRGINIA,5102580,NELSON CO PBLC SCHS,01917,Rockfish River Elementary,510258001917,No,29.35,28.35,1,1,1,32,31,14,1,0,0,1,0.25,0
VA,VIRGINIA,5102610,NEW KENT CO PBLC SCHS,01037,New Kent Middle,510261001037,No,55,51,4,2,0,55,55,19,2,0,0,0.5,0.5,0.5
VA,VIRGINIA,5102610,NEW KENT CO PBLC SCHS,01038,George W. Watkins Elementary,510261001038,No,52,51,1,1,3,52,52,12,1.5,0,0,0.5,0.5,0.5
VA,VIRGINIA,5102610,NEW KENT CO PBLC SCHS,01039,New Kent Elementary,510261001039,No,56,55,1,1,2,56,55,13,1.5,0,0,1,0.5,0.5
VA,VIRGINIA,5102610,NEW KENT CO PBLC SCHS,02156,New Kent High,510261002156,No,76,73,3,2,2,76,70,15,4,0,0,1,0.5,0.5
VA,VIRGINIA,5102640,NEWPORT NEWS CITY PBLC SCHS,00358,Kiln Creek Elementary,510264000358,No,36,36,0,1,3,44,36,16,1,0,0.5,1,0.33,0.33
VA,VIRGINIA,5102640,NEWPORT NEWS CITY PBLC SCHS,01040,B.C. Charles Elementary,510264001040,No,26,26,0,0,2,31,30,11,1,0,0.5,1,0.33,0.33
VA,VIRGINIA,5102640,NEWPORT NEWS CITY PBLC SCHS,01041,B.T. Washington Middle,510264001041,No,25,25,0,0,2,24,19,10,0,1,1,1,0.33,0.33
VA,VIRGINIA,5102640,NEWPORT NEWS CITY PBLC SCHS,01043,Carver Elementary,510264001043,No,44,44,0,1,0,51,47,22,1,0,0.5,1,0.33,0.58
VA,VIRGINIA,5102640,NEWPORT NEWS CITY PBLC SCHS,01044,David A. Dutrow Elementary,510264001044,No,25,25,0,1,0,29,20,12,1,0,0,1,0.33,0.33
VA,VIRGINIA,5102640,NEWPORT NEWS CITY PBLC SCHS,01047,Denbigh High,510264001047,No,69,68,1,4,3,95,79,34,4,1,6,1,0.33,0.33
VA,VIRGINIA,5102640,NEWPORT NEWS CITY PBLC SCHS,01049,George J. McIntosh Elementary,510264001049,No,35,35,0,3,1,43,33,13,0,0,0.5,1,0.33,0.33
VA,VIRGINIA,5102640,NEWPORT NEWS CITY PBLC SCHS,01050,Homer L. Hines Middle,510264001050,No,41,41,0,3,1,54,42,30,2,1,3,0,0.33,0.25
VA,VIRGINIA,5102640,NEWPORT NEWS CITY PBLC SCHS,01051,Hidenwood Elementary,510264001051,No,25,25,0,4,0,35,29,9,1,0,0.5,0,0.5,0.33
VA,VIRGINIA,5102640,NEWPORT NEWS CITY PBLC SCHS,01052,Hilton Elementary,510264001052,No,18,18,0,3,0,22,21,9,1,0,0,0,0.33,0.25
VA,VIRGINIA,5102640,NEWPORT NEWS CITY PBLC SCHS,01054,Horace H. Epes Elementary,510264001054,No,30,30,0,3,1,38,29,16,1,0,0.5,1,0.33,0.25
VA,VIRGINIA,5102640,NEWPORT NEWS CITY PBLC SCHS,01055,Huntington Middle,510264001055,No,25,25,0,2,0,31,28,11,2,1,3,0,0.83,0.33
VA,VIRGINIA,5102640,NEWPORT NEWS CITY PBLC SCHS,01056,J.M. Dozier Middle,510264001056,No,60,60,0,5,2,73,63,25,1,1,3,0,0.33,0.33
