LEA_STATE,LEA_STATE_NAME,LEAID,LEA_NAME,SCHID,SCH_NAME,COMBOKEY,JJ,SCH_SAL_TOTPERS_WOFED,SCH_FTE_TEACH_WOFED,SCH_SAL_TEACH_WOFED,SCH_NPE_WOFED,SCH_FTE_AID_WOFED,SCH_SAL_AID_WOFED,SCH_FTE_SUP_WOFED,SCH_SAL_SUP_WOFED,SCH_FTE_ADM_WOFED,SCH_SAL_ADM_WOFED,SCH_SAL_TEACH_WFED,SCH_FTE_AID_WFED,SCH_SAL_AID_WFED,SCH_FTE_SUP_WFED,SCH_SAL_SUP_WFED,SCH_FTE_ADM_WFED,SCH_SAL_ADM_WFED,SCH_SAL_TOTPERS_WFED,SCH_NPE_WFED
VA,VIRGINIA,5100990,COVINGTON CITY PBLC SCHS,00367,Covington High,510099000367,No,1871795,24.5,1423778,64677.08,3,56481,5,251340,2,140196,1487139,3,56481,5,251340,2,140196,1935156,64677.08
VA,VIRGINIA,5100990,COVINGTON CITY PBLC SCHS,00368,Edgemont Primary,510099000368,No,1194390,17,853209,34562.28,10,161957,2.1,109042,1,70182,1199701,10,161957,2.1,109042,1,70182,1540882,58445.89
VA,VIRGINIA,5100990,COVINGTON CITY PBLC SCHS,00369,Jeter-Watson Intermediate,510099000369,No,1196906,18.25,921215,28519.85,5,88166,2,111816,1,75709,1033568,5,88166,2,111816,1,75709,1309259,28519.85
VA,VIRGINIA,5101020,CRAIG CO PBLC SCHS,00372,McCleary Elementary,510102000372,No,924155.74,16.76,659346.24,281526.45,0,NA,3.5,131195.5,3,133614,918220.42,7,121036.59,3,131195.5,3,133614,1304066.51,346807.98
VA,VIRGINIA,5101020,CRAIG CO PBLC SCHS,02111,Craig County High,510102002111,No,1366934.75,25.5,1067684,417573.7,0,NA,2.52,118258.75,4,180992,1196441,10.4,133268.28,2.59,127472.5,4,180992,1638173.78,433432.34
VA,VIRGINIA,5101050,CULPEPER CO PBLC SCHS,00374,A.G. Richardson Elementary,510105000374,No,2271926.48,30.25,1553337.91,87345.45,15.89,283998.87,4,202132.16,4,232457.54,1726920.91,19.89,358896.28,4.47,212825.52,4,232457.54,2531100.25,87345.45
VA,VIRGINIA,5101050,CULPEPER CO PBLC SCHS,00376,Culpeper County High,510105000376,No,4348160.26,62.68,3277007.98,375638.91,15.5,257040.95,7.5,349311.25,9,464800.08,3277007.98,17.1,284148.86,7.5,349311.25,9,464800.08,4375268.17,492846.4
VA,VIRGINIA,5101050,CULPEPER CO PBLC SCHS,00377,Culpeper Middle,510105000377,No,3626399.88,54.59,2626117.91,183300.41,10,182905.69,6.33,381259.32,8,436116.96,2674429.93,13,236825.77,6.33,381259.32,8,436116.96,3728631.98,183300.41
VA,VIRGINIA,5101050,CULPEPER CO PBLC SCHS,00378,Farmington Elementary,510105000378,No,2345503.11,35.41,1641842.23,99298.72,10.77,205716.59,5.2,233555.37,4,264388.92,1806655.15,10.77,205716.59,5.2,233555.37,4,264388.92,2510316.03,114452.84
VA,VIRGINIA,5101050,CULPEPER CO PBLC SCHS,00380,Pearl Sample Elementary,510105000380,No,2208925.13,32,1555566.89,91098.42,13.8,265365.11,2.25,93274.4,6,294718.73,1848562.7,19.22,379972.75,2.25,93274.4,6,294718.73,2616528.58,218446.81
VA,VIRGINIA,5101050,CULPEPER CO PBLC SCHS,00382,Sycamore Park Elementary,510105000382,No,2196720.34,30.5,1467129.41,85276.86,14.44,256529.41,4.47,207358.48,5,265703.04,1657718.57,16.44,291645.37,4.47,207358.48,6,292834.08,2449556.5,236609.79
VA,VIRGINIA,5101050,CULPEPER CO PBLC SCHS,01612,Emerald Hill Elementary,510105001612,No,2548058.66,34.08,1771742.11,105418.06,15.5,289298.38,3.04,162536.25,6,324481.92,1836675.55,18.5,358855.3,3.2,172261.41,6,324481.92,2692274.18,110005.64
VA,VIRGINIA,5101050,CULPEPER CO PBLC SCHS,01958,Floyd T. Binns Middle,510105001958,No,2770047.43,48.81,2215019.68,142572.89,3,64246.92,3.5,195934.95,6,294845.88,2231561.92,5,103891.18,3.8,212953.98,6,294845.88,2843252.96,142572.89
VA,VIRGINIA,5101050,CULPEPER CO PBLC SCHS,01959,Galbreath-Marshall Building,510105001959,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64470.96,1,22397.04,0,0,0,0,86868,0
VA,VIRGINIA,5101050,CULPEPER CO PBLC SCHS,02748,Yowell Elementary,510105002748,No,2565762.73,36,1761327.74,88380.03,12.27,238971.15,6.08,308951.88,5,256511.96,1862097.74,13.27,258374.19,7.08,346894.51,5,256511.96,2723878.4,93433.05
VA,VIRGINIA,5101050,CULPEPER CO PBLC SCHS,02758,Eastern View High,510105002758,No,4383505.67,69.13,3367097.36,279074.92,6,119076.96,8,465161.97,8,432169.38,3367097.36,6,119076.96,8,465161.97,9,432169.38,4383505.67,283220.65
VA,VIRGINIA,5101080,CUMBERLAND CO PBLC SCHS,00057,Cumberland High,510108000057,No,1949205,31,1499284,208109,1,37481,3,187018,4,225422,1603554,1,37481,3,187018,4,225422,449921,236128
VA,VIRGINIA,5101080,CUMBERLAND CO PBLC SCHS,00058,Cumberland Middle,510108000058,No,1611118,28,1273581,208109,2,52206,2,104108,3,181223,1273581,2,52206,2,104108,3,181223,337537,236128
VA,VIRGINIA,5101080,CUMBERLAND CO PBLC SCHS,00383,Cumberland Elementary,510108000383,No,2466759,39,1746902,208109,11,274597,4,211853,4,233407,2039573,26,383594,12,211853,4,233407,595447,236128
VA,VIRGINIA,5101110,DANVILLE CITY PBLC SCHS,00268,Schoolfield Elementary,510111000268,No,1903319.61,31.22,1446239.74,458359.56,6,113158.03,2,126203,4,217718.84,1753273.23,12,200297.7,3.66,218760.41,4,218760.41,2391091.75,48369.56
VA,VIRGINIA,5101110,DANVILLE CITY PBLC SCHS,00388,Forest Hills Elementary,510111000388,No,958043.56,14.94,658526.53,23562.74,4.23,73053.44,1.88,96889.48,2,129574.11,793752.23,6.31,85999.65,1.88,136788.31,2,129574.11,1146114.3,32062.74
VA,VIRGINIA,5101110,DANVILLE CITY PBLC SCHS,00389,G.L.H. Johnson Elementary,510111000389,No,1764749.45,26,1309710.97,45199.35,3,77831.4,1.25,89354.75,4.87,287852.33,1586261.23,8,134997.96,1.85,114385.25,4.87,287852.33,2123496.77,45199.35
VA,VIRGINIA,5101110,DANVILLE CITY PBLC SCHS,00390,George Washington High,510111000390,No,5032055.1,76.85,4029118.9,617865.95,1,22030.03,6.78,360723.42,12.81,620182.75,4568759.12,14.27,232819.12,6.78,360723.42,12.81,620182.75,5782484.41,639890.31
VA,VIRGINIA,5101110,DANVILLE CITY PBLC SCHS,00391,Grove Park Preschool,510111000391,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,303615.2,7,115534.02,0.81,30679.53,2,83735.21,533563.96,3219.44
VA,VIRGINIA,5101110,DANVILLE CITY PBLC SCHS,00394,O. Trent Bonner Middle,510111000394,No,2272987.19,37.58,1761520.5,66025.39,1.51,22552.87,3,173091,5.37,315822.82,2032248.47,11.84,166358.65,3,173091,5.37,315822.82,2687520.94,66229.63
VA,VIRGINIA,5101110,DANVILLE CITY PBLC SCHS,00395,Park Avenue Elementary,510111000395,No,1499608.4,22.41,1121197.74,45789.25,3,84543.53,1.93,86008.83,4,207858.3,1411039.74,8.09,117771.77,3.93,194978.38,4,207858.3,1931648.19,45789.25
VA,VIRGINIA,5101110,DANVILLE CITY PBLC SCHS,00398,Woodberry Hills Elementary,510111000398,No,1324904.61,19,962099.77,39421.25,6,96447.04,1.25,58243,3.9,208114.8,1266208.36,20.99,273009.21,2.2,116240.51,4,208114.8,1863572.88,201632.52
VA,VIRGINIA,5101110,DANVILLE CITY PBLC SCHS,01233,Westwood Middle,510111001233,No,2081466.52,33.33,1604041.59,53846.17,3.19,37173.42,1.91,99228.41,5.41,341023.1,1757059.97,11.19,156573.5,1.91,99228.41,5.41,341203.1,2354064.98,53846.17
VA,VIRGINIA,5101110,DANVILLE CITY PBLC SCHS,02261,Galileo Magnet High,510111002261,No,1266718.35,20,1036613.01,69568.32,1,12587.61,2,112854,2,104663.73,1036613.01,1,13605.51,2,112854,2,104663.73,1267736.25,69568.32
VA,VIRGINIA,5101110,DANVILLE CITY PBLC SCHS,02872,The Northside Preschool,510111002872,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,405727.75,8,126879.03,1,23153.06,1,60700.62,616460.46,5923.5
VA,VIRGINIA,5101110,DANVILLE CITY PBLC SCHS,02960,Edwin A. Gibson Elementary,510111002960,No,1820866.99,29,1452469.01,54178.48,4.72,84794.37,1,48224,4,235379.61,1775761.75,14.57,230658.18,2.4,143413.2,4,235379.61,2385212.74,59300.65
VA,VIRGINIA,5101140,DICKENSON CO PBLC SCHS,00401,Clintwood Elementary,510114000401,No,1227244.73,24,975807.25,40541.76,0,NA,3,112628.4,3,138809.08,1210728.04,2,28123.61,3,112628.4,3,138809.08,1490289.13,60063.93
VA,VIRGINIA,5101140,DICKENSON CO PBLC SCHS,00404,Ervinton Elementary,510114000404,No,514437.81,7,266655.09,27497.14,0,NA,3,138048.98,2,109733.74,397791.61,0,0,3,138048.98,2,109733.74,645574.33,33372.79
VA,VIRGINIA,5101140,DICKENSON CO PBLC SCHS,00408,Sandlick Elementary,510114000408,No,1209624.67,25,945082.47,38475.04,0,NA,3,126096.7,3,138445.5,1268092.38,1.25,19723.88,3,126096.7,3,138445.5,1552358.46,53777.7
VA,VIRGINIA,5101140,DICKENSON CO PBLC SCHS,02981,Ridgeview High School,510114002981,No,2287889.65,47,1846846.99,167315.52,0,NA,4,192271.92,6,248770.74,2066964.51,3,43632.84,4,192271.92,6,248770.74,2551640.01,256759.41
VA,VIRGINIA,5101140,DICKENSON CO PBLC SCHS,02982,Ridgeview Middle School,510114002982,No,1359618.25,26,1056436.88,23742.26,0,NA,3,127484.87,4,175696.5,1285788.68,1,15838.15,3,127484.87,4,175696.5,1604808.2,34538.06
VA,VIRGINIA,5101170,DINWIDDIE CO PBLC SCHS,00409,Dinwiddie County Middle,510117000409,No,4094750,67,3027961,72000,8,137160,7,530030,9,399599,3027961,8,137160,7,530030,9,399599,4094750,72000
VA,VIRGINIA,5101170,DINWIDDIE CO PBLC SCHS,00410,Dinwiddie County High,510117000410,No,5793846,85,4471279,103721,10,132052,10,725702,10,464813,4471279,10,132052,10,725702,10,464813,5793846,103721
VA,VIRGINIA,5101170,DINWIDDIE CO PBLC SCHS,00411,Dinwiddie Elementary,510117000411,No,1646646,28,1207787,23002,8,71277,4,236897,3,130685,1207787,8,71277,4,236897,3,130685,1646646,23002
VA,VIRGINIA,5101170,DINWIDDIE CO PBLC SCHS,00414,Midway Elementary,510117000414,No,1648172,26,1213458,28440,5,19100,4,285155,3,130459,1213458,5,19100,4,285155,3,130459,1648172,28440
VA,VIRGINIA,5101170,DINWIDDIE CO PBLC SCHS,00416,Sutherland Elementary,510117000416,No,2623501,40,2000021,40752,12,163525,5,243995,4,215960,2000021,12,163525,5,243995,4,215960,2623501,40752
VA,VIRGINIA,5101170,DINWIDDIE CO PBLC SCHS,00417,Southside Elementary,510117000417,No,2284158,37,1657512,39116,11,208825,4,233909,4,183912,1657512,11,208825,4,233909,4,183912,2284158,39116
VA,VIRGINIA,5101170,DINWIDDIE CO PBLC SCHS,00418,Sunnyside Elementary,510117000418,No,1363807,22,1030451,18516,4,18726,4,176174,3,138456,1030451,4,18726,4,176174,3,138456,1363807,18516
VA,VIRGINIA,5101200,ESSEX CO PBLC SCHS,00419,Essex High,510120000419,No,2300497.38,42,1647723.37,128938.22,6.5,139475.25,7.5,356670,2,156628.76,1647723.37,6.5,139475.25,8.5,408525.28,2,156628.76,2352352.66,159363.28
VA,VIRGINIA,5101200,ESSEX CO PBLC SCHS,00420,Essex Intermediate,510120000420,No,1761699.41,30,1356928.84,181271.36,4.7,73910.56,4.5,176205.09,2,154654.92,1356928.84,7,129960.63,4.5,176205.09,2,154654.92,1817749.48,211696.42
VA,VIRGINIA,5101200,ESSEX CO PBLC SCHS,00421,Tappahannock Elementary,510120000421,No,2148862.54,34,1592440.42,74228.3,8,175699.26,5,216986.94,2,163735.92,1592440.42,11,231749.33,7.6,351810.68,2,163735.92,2339736.35,104653.36
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,00059,Chantilly High,510126000059,No,15389726.99,153,11456581.26,556721.83,0,NA,26,1923537.53,26.5,2009608.2,14955707.94,17,555796.48,37,2429204.93,28.5,2188699.05,20129408.4,600418.16
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,00061,Belvedere Elementary,510126000061,No,3849998.88,41.5,2821898.91,116362.35,6,201088.26,4,319972.01,8,507039.7,3673829.26,18,583813.91,5,339591.94,8,507039.7,5104274.81,129620.52
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,00073,Bren Mar Park Elementary,510126000073,No,3010848.83,37.1,2255765.13,73522.74,5,153649.69,2,156381,7.5,445053.01,2883702.57,12,381592.88,5,239631.59,7.5,445053.01,3949980.05,77195.03
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,00086,Stone Middle,510126000086,No,4279974.14,37.83,2950690.31,216788.24,0,NA,7,570360.68,9,758923.15,4066009.93,8,271838.7,9,616652.22,9,758923.15,5713424,221187.46
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,00088,Waples Mill Elementary,510126000088,No,4539717.79,46,3321189.24,122940.18,8.5,234354.1,4,307727.97,9,676446.48,4303604.11,20.5,635965.65,10,529100.97,9,676446.48,6145117.21,142350.25
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,00422,Fairfax County Adult High,510126000422,No,1902595.8,9,647172.81,223023.42,0,NA,5,475999.14,11.22,779423.85,647172.81,0,0,5,475999.14,11.22,779423.85,1902595.8,223023.42
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,00423,Annandale High,510126000423,No,12307349.28,126.82,9342612.21,525849.35,0,NA,18,1332606.97,22,1632130.1,11497135.86,15,438027.48,27.5,1713451.44,22,1632384.78,15280999.56,542979.72
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,00424,Annandale Terrace Elementary,510126000424,No,3708560.88,46.8,2622360.27,80173.12,6,195011.06,3.5,221434.31,10,669755.24,3332370.18,17,502509.08,5.5,376581.91,10,669755.24,4881216.41,88036.47
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,00426,Bailey's Elementary,510126000426,No,4561785.16,49.4,3295046.32,161825.47,13,387907.24,3.88,270075,10,608756.6,4119891.5,22,672209.53,4.5,353883.01,10,608756.6,5754740.64,192632.57
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,00428,Beech Tree Elementary,510126000428,No,2303491.94,26.4,1651668.35,18601.55,3,62459.47,2,161633.03,5.5,427731.09,2106648.74,11,263952.28,4,211767.26,5.5,427731.09,3010099.37,19921.39
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,00429,Belle View Elementary,510126000429,No,2947061.4,31.6,2090603.34,96829.39,5,191903.99,2.5,191610.11,6,472943.96,2797027.85,13,456386.88,9.5,344780,6,472943.96,4071138.69,100282.22
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,00431,Braddock Elementary,510126000431,No,4901559.72,55.5,3641615.84,167322.61,8,278719.64,5,307247.9,9.5,673976.34,4512438.05,14,458028.78,6,357728.94,9.5,673976.34,6002172.11,171884.75
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,00433,Brookfield Elementary,510126000433,No,5035304.22,53.8,3666414.41,76744.31,8,255171.11,4.5,395472.88,10,718245.82,4387447.16,18,549404.38,5.5,427600.87,10,718245.82,6082698.23,82990.95
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,00435,Bucknell Elementary,510126000435,No,1982066.13,19.6,1305584.75,38373.33,3,72960.1,3,190818.67,5,412702.61,1975042.35,11,314474.66,3,190818.67,5,412702.61,2893038.29,41599.6
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,00438,Bush Hill Elementary,510126000438,No,2392247,27.2,1684492.76,66236.05,4,120927.88,2,175434.95,5.5,411391.41,2389381.27,14,422002.63,4,237739.76,5.5,411391.41,3460515.07,97726.12
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,00439,Camelot Elementary,510126000439,No,2898310.66,36.2,2014536.01,75675.02,5,151277.93,3.5,259147.11,6.5,473349.61,2890567.97,15.2,425364.6,5.5,311158.47,6.5,473349.61,4100440.65,82594.13
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,00440,Cameron Elementary,510126000440,No,3068440.97,34,2176137.1,80495.8,4,117105.55,3,246836.29,7,528362.03,2833709.39,11,319816.87,4,264536.96,7,528362.03,3946425.25,82689.85
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,00441,Canterbury Woods Elementary,510126000441,No,3602240.68,42,2816482.06,112737.89,5.5,148560.45,2.5,130184.06,16.21,507014.11,3527624.91,13.5,415721.78,3.5,155622.55,18.21,655072.42,4754041.66,115192.94
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,00442,Cardinal Forest Elementary,510126000442,No,3098927.4,34.2,2084044.32,95294,6,168770.12,4.5,322625.1,7,523487.86,2856637.59,20,566537.72,5.5,361456.08,7,523487.86,4308119.25,103203.44
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,00448,Chesterbrook Elementary,510126000448,No,3045002.74,35.9,2369901.67,37120.05,6,135950.93,2.5,188775.16,6.5,350374.98,2840805.7,14,389245.64,3.5,217489.63,6.5,350374.98,3797915.95,41347.85
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,00449,Churchill Road Elementary,510126000449,No,3650862.96,43,2646416.27,179770.44,5,131215.77,4.5,315822.85,7,557408.07,3046001.54,10,289727.58,8.5,409882.7,7,557551.55,4303163.37,180464.52
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,00450,Clermont Elementary,510126000450,No,3086148.91,31,2244105.54,92419.11,6,151762.48,2.5,201385.86,6,488895.03,2587327.5,10,267576.09,3.5,223712.97,6,488895.03,3567511.59,93788.31
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,00452,Columbia Elementary,510126000452,No,2550671.37,32,1882128.39,99297.96,3,89903.99,3,148494.11,5.5,430144.88,2290856.98,9,275109.01,5,198202.69,5.5,430160.32,3194329,109887.52
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,00453,Cooper Middle,510126000453,No,4166589.53,47.33,3015150.29,249125.69,0,NA,6,433154.73,9,718284.51,3505624.13,4,148153.67,7,455014.64,9,718284.51,4827076.95,251033.57
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,00454,Crestwood Elementary,510126000454,No,3568632.44,42,2775277.35,44828.55,4,157247.99,3.8,255815.11,5,380291.99,3506033.96,14,431556.97,5.8,315289.35,5,380291.99,4633172.27,44828.55
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,00455,Cunningham Park Elementary,510126000455,No,2506599.8,28.1,1889535.93,82574.62,2,84538.58,2,168734.02,5,363791.27,2595058.43,11,325758.3,2,168734.02,5,363791.27,3453342.02,99863.66
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,00458,Dogwood Elementary,510126000458,No,4220079.19,49,3108504.56,91734.91,6,168640.39,5,345224.03,8,597710.21,4032377.58,19,569441.75,7,430262.03,8,597710.21,5629791.57,91734.91
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,00460,Hutchison Elementary,510126000460,No,5808855.6,69.1,4376155.21,172341.2,11,311962.3,5,386925.02,12,733813.07,5250302.57,21,570096.1,7,439919.7,12,733940.24,6994258.61,175750.65
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,00461,Edison High,510126000461,No,12432674.33,125,9321092.87,384193.01,2,50440.65,17,1272246.65,24.5,1788894.16,11307189.32,13,374261.75,19,1377635.42,24.5,1788894.16,14847980.65,391472.86
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,00463,Fairfax High,510126000463,No,12806379.76,127.83,9517786.04,333746.31,1,23390.45,21,1427665.27,23.5,1837538,11236776.41,9,317276.9,28,1723703.08,23.5,1837538,15115294.39,347889.32
VA,VIRGINIA,5101260,FAIRFAX CO PBLC SCHS,00464,Fairfax Villa Elementary,510126000464,No,3108108.91,34.2,2160023,88064.32,7,239811.03,2.5,193933.85,7.5,514341.03,3126709.68,20,586563.18,4.5,244225.25,7.5,514341.03,4471839.14,90571.8
